age,resign,division,home_distance,education,employee_id,score_environment,major,gender,hourly_rate,score_contribution,job_rank,role,score_job_satisfication,marriage_status,monthly_income,companies_count,underage,over_time,salary_increment_percentage,rate_performance,score_work_relationahip,working_hours,time_total_working,last_year_training_time,score_work_life_balance,time_current_company,time_current_role,time_last_promotion,time_current_manager
50,No,Health and Technology,11,3,FT1310226,3,Life Sciences,Female,53,3,5,Manager,2,Single,19926,3,No,No,15,3,2,40,21,5,3,5,4,4,4
41,No,Health and Technology,14,3,FT1210227,1,Life Sciences,Male,56,3,1,Research Scientist,3,Divorced,2451,4,No,No,12,3,1,40,13,2,3,9,8,1,8
30,No,Marketing,5,3,FT1210228,2,Life Sciences,Female,41,3,3,Sales Executive,4,Married,9419,2,No,No,12,3,3,40,12,2,3,10,9,7,4
38,No,Marketing,1,4,FT1110230,1,Life Sciences,Female,59,2,2,Sales Executive,4,Single,8686,4,No,No,22,4,3,40,12,2,4,8,3,0,7
32,No,Health and Technology,6,5,FT1110231,3,Life Sciences,Male,43,3,1,Research Scientist,3,Single,3038,3,No,No,20,4,1,40,8,2,3,5,4,1,4
27,No,Health and Technology,17,3,FT1010233,3,Technical Degree,Male,51,3,1,Research Scientist,2,Married,3058,0,No,Yes,16,3,4,40,6,3,2,5,2,1,1
19,Yes,Marketing,1,1,FT1010235,3,Technical Degree,Female,100,1,1,Sales Representative,1,Single,2325,0,No,No,21,4,1,40,1,5,4,0,0,0,0
36,No,Health and Technology,3,2,FT1210238,4,Computer Science,Male,30,3,1,Laboratory Technician,2,Single,2088,4,No,No,12,3,3,40,13,3,2,8,7,7,2
30,No,Health and Technology,9,3,FT1210239,3,Computer Science,Male,66,3,2,Laboratory Technician,1,Divorced,3072,1,No,No,11,3,3,40,12,4,3,12,9,6,10
45,No,Marketing,4,2,FT1310240,3,Life Sciences,Female,30,3,2,Sales Executive,1,Divorced,5006,4,No,Yes,11,3,1,40,9,3,4,5,4,0,3
56,No,Health and Technology,8,3,FT1210241,3,Life Sciences,Female,67,3,1,Research Scientist,1,Divorced,4257,4,No,Yes,18,3,3,40,19,3,3,2,2,2,2
33,No,Health and Technology,2,3,FT1110242,3,Life Sciences,Male,90,3,1,Research Scientist,4,Single,2500,0,No,No,14,3,1,40,4,2,4,3,1,0,2
19,Yes,Health and Technology,2,3,FT1110243,2,Life Sciences,Male,47,2,1,Laboratory Technician,4,Single,1102,1,No,No,22,4,3,40,1,3,2,1,0,1,0
46,No,Marketing,1,2,FT1310244,2,Marketing,Female,92,3,3,Sales Executive,1,Divorced,10453,1,No,No,25,4,3,40,24,2,3,24,13,15,7
38,No,Health and Technology,9,2,FT1110245,3,Life Sciences,Female,75,3,1,Laboratory Technician,4,Single,2288,1,No,No,12,3,3,40,2,3,3,2,2,2,1
31,No,Health and Technology,12,1,FT1110246,3,Computer Science,Female,95,3,1,Research Scientist,4,Married,3929,8,No,Yes,23,4,3,40,7,0,3,4,2,0,2
34,No,Health and Technology,27,2,FT1210247,4,Computer Science,Female,95,3,1,Research Scientist,2,Single,2311,2,No,No,15,3,4,40,9,3,3,3,2,1,2
41,Yes,Marketing,20,2,FT1310248,2,Marketing,Female,70,3,1,Sales Representative,2,Single,3140,1,No,Yes,22,4,4,40,4,5,2,4,3,0,2
50,No,Health and Technology,1,3,FT1410249,3,Computer Science,Male,86,2,1,Laboratory Technician,3,Married,3690,2,No,No,15,3,4,40,5,2,2,3,2,0,2
53,No,Health and Technology,13,2,FT1110250,4,Computer Science,Female,57,4,2,Manufacturing Director,1,Divorced,4450,1,No,No,11,3,3,40,5,3,3,4,2,1,3
33,No,Health and Technology,14,3,FT1110252,4,Computer Science,Female,72,3,1,Research Scientist,2,Married,2756,1,No,No,13,3,4,40,8,5,3,8,7,1,6
40,No,Health and Technology,4,1,FT1010253,4,Computer Science,Female,46,3,5,Manager,3,Married,19033,1,No,No,14,3,2,40,21,2,3,20,8,9,9
55,No,Health and Technology,14,4,FT1410254,3,Computer Science,Male,61,4,5,Research Director,2,Single,18722,8,No,No,11,3,4,40,36,3,3,24,15,2,15
34,No,Health and Technology,2,1,FT1110256,4,Life Sciences,Male,45,2,2,Manufacturing Director,3,Married,9547,1,No,No,17,3,3,40,10,2,2,10,9,1,9
51,No,Health and Technology,3,3,FT1310258,4,Computer Science,Female,98,3,4,Healthcare Representative,2,Single,13734,3,No,No,18,3,3,40,21,6,3,7,7,1,0
52,No,Health and Technology,1,4,FT1410259,3,Life Sciences,Male,65,2,5,Manager,3,Married,19999,0,No,No,14,3,1,40,34,5,3,33,18,11,9
27,No,Health and Technology,9,3,FT1010260,4,Computer Science,Female,99,3,1,Research Scientist,2,Single,2279,1,No,No,16,3,4,40,7,2,2,7,7,0,3
35,Yes,Health and Technology,23,2,FT1310261,2,Life Sciences,Male,50,2,2,Manufacturing Director,3,Married,5916,3,No,Yes,13,3,1,40,8,1,3,1,0,0,1
43,No,Health and Technology,7,3,FT1110262,4,Computer Science,Male,37,4,1,Research Scientist,4,Divorced,2089,4,No,No,14,3,4,40,7,3,4,5,4,2,2
45,No,Health and Technology,2,2,FT1110264,1,Computer Science,Male,65,2,4,Manager,4,Married,16792,9,No,No,23,4,4,40,22,1,3,20,8,11,8
37,No,Health and Technology,21,3,FT1310267,2,Life Sciences,Male,65,4,1,Research Scientist,1,Married,3564,1,No,Yes,12,3,1,40,8,3,2,8,7,1,7
35,No,Health and Technology,2,3,FT1210269,2,Computer Science,Female,37,3,2,Laboratory Technician,2,Single,4425,5,No,No,11,3,4,40,10,5,3,6,2,1,2
42,No,Health and Technology,21,2,FT1210270,3,Computer Science,Female,36,3,2,Manufacturing Director,3,Divorced,5265,2,No,No,16,3,2,40,11,5,3,5,3,0,2
38,No,Health and Technology,2,4,FT1110271,4,Life Sciences,Male,88,3,2,Manufacturing Director,3,Married,6553,9,No,No,14,3,2,40,14,3,3,1,0,0,0
38,No,Health and Technology,29,3,FT1010273,4,Technical Degree,Male,54,3,2,Manufacturing Director,4,Married,6261,3,No,No,18,3,1,40,9,3,1,7,7,1,7
27,No,Health and Technology,1,1,FT1110274,3,Technical Degree,Male,60,2,2,Manufacturing Director,1,Married,4298,5,No,No,19,3,3,40,6,1,3,2,2,2,0
49,No,Health and Technology,18,4,FT1010275,4,Life Sciences,Male,92,3,2,Manufacturing Director,4,Divorced,6804,1,No,Yes,15,3,1,40,7,0,3,7,7,1,7
34,No,Health and Technology,10,4,FT1010277,4,Computer Science,Male,43,3,1,Research Scientist,3,Divorced,3815,1,No,Yes,17,3,4,40,5,4,4,5,3,2,0
40,No,Health and Technology,19,2,FT1210281,3,Computer Science,Male,99,3,2,Laboratory Technician,4,Married,2741,8,No,Yes,15,3,3,40,15,2,4,7,2,3,7
38,Yes,Health and Technology,29,1,FT1310282,2,Computer Science,Male,70,3,2,Healthcare Representative,1,Married,6673,7,No,Yes,19,3,2,40,17,2,3,1,0,0,0
29,Yes,Marketing,27,3,FT1210283,2,Marketing,Female,35,3,3,Sales Executive,4,Married,7639,1,No,No,22,4,4,40,10,3,2,10,4,1,9
22,No,Health and Technology,5,3,FT1010284,4,Life Sciences,Male,60,4,1,Research Scientist,2,Divorced,2328,1,No,Yes,16,3,1,40,4,2,2,4,2,2,2
36,No,Health and Technology,18,1,FT1010286,2,Computer Science,Female,73,3,1,Laboratory Technician,4,Single,2153,1,No,No,13,3,1,40,8,2,3,8,1,1,7
40,No,Health and Technology,9,5,FT1010287,4,Life Sciences,Male,63,2,2,Healthcare Representative,4,Married,4876,9,No,No,14,3,4,40,5,5,1,3,2,0,2
46,No,Health and Technology,1,4,FT1210288,4,Computer Science,Male,97,3,3,Healthcare Representative,1,Divorced,9396,7,No,No,16,3,3,40,17,3,3,4,2,0,3
32,Yes,Marketing,4,4,FT1210291,4,Computer Science,Male,32,1,3,Sales Executive,4,Married,10400,1,No,No,11,3,3,40,14,2,2,14,8,9,8
30,No,Health and Technology,1,1,FT1010292,3,Life Sciences,Male,88,2,3,Manufacturing Director,3,Single,8474,1,No,No,22,4,3,40,12,2,3,11,8,5,8
27,No,Marketing,20,3,FT1010293,4,Life Sciences,Female,90,3,2,Sales Executive,3,Single,9981,1,No,No,14,3,4,40,7,2,3,7,7,0,7
51,No,Health and Technology,8,4,FT1110296,2,Life Sciences,Male,81,2,3,Research Director,2,Married,12490,5,No,No,16,3,4,40,16,5,1,10,9,4,7
30,Yes,Health and Technology,3,3,FT1210297,4,Technical Degree,Female,88,3,1,Research Scientist,1,Single,2657,5,No,Yes,11,3,3,40,8,5,3,5,2,0,4
41,No,Marketing,6,3,FT1010298,4,Life Sciences,Female,75,3,3,Manager,4,Single,13591,3,No,Yes,18,3,3,40,16,3,3,1,0,0,0
30,Yes,Marketing,26,4,FT1110299,3,Marketing,Female,52,2,2,Sales Executive,1,Single,6696,5,No,No,15,3,3,40,9,5,2,6,3,0,1
29,Yes,Health and Technology,1,3,FT1110300,3,Technical Degree,Male,85,3,1,Research Scientist,3,Single,2058,0,No,No,14,3,4,40,7,1,2,6,2,1,5
45,No,Marketing,6,3,FT1110302,4,Computer Science,Female,57,2,3,Sales Executive,4,Single,8865,6,No,No,12,3,4,40,23,2,3,19,7,12,8
54,No,Marketing,3,3,FT1410303,4,Marketing,Female,52,3,2,Sales Executive,1,Married,5940,2,No,No,14,3,4,40,16,4,3,6,2,0,5
36,No,Health and Technology,5,2,FT1110304,4,Life Sciences,Male,62,3,2,Laboratory Technician,2,Single,5914,8,No,No,16,3,4,40,16,3,4,13,11,3,7
33,No,Health and Technology,4,4,FT1010305,3,Computer Science,Female,47,2,1,Research Scientist,2,Married,2622,6,No,No,21,4,4,40,7,3,3,3,2,1,1
37,No,Health and Technology,11,3,FT1110306,2,Other,Male,47,3,3,Research Director,4,Divorced,12185,1,No,Yes,14,3,3,40,10,1,3,10,8,0,7
38,No,Marketing,3,3,FT1310307,1,Life Sciences,Male,76,3,3,Sales Executive,3,Divorced,10609,0,No,No,12,3,3,40,17,6,2,16,10,5,13
31,No,Health and Technology,1,4,FT1010308,3,Computer Science,Male,90,1,2,Manufacturing Director,3,Married,4345,0,No,No,12,3,4,40,6,2,3,5,4,1,4
59,No,Health and Technology,3,3,FT1010309,3,Life Sciences,Male,70,2,1,Research Scientist,4,Married,2177,3,No,No,17,3,1,40,7,6,3,1,0,0,0
37,No,Marketing,4,4,FT1110311,1,Marketing,Male,41,3,1,Sales Representative,4,Divorced,2793,4,No,No,17,3,3,40,13,2,3,9,8,5,8
29,No,Marketing,1,1,FT1110312,2,Computer Science,Female,42,3,3,Sales Executive,4,Married,7918,1,No,No,14,3,4,40,11,5,3,11,10,4,1
35,No,Marketing,1,3,FT1010314,3,Marketing,Female,92,3,3,Sales Executive,3,Single,8789,1,No,No,14,3,1,40,10,3,4,10,7,0,8
29,Yes,Health and Technology,18,1,FT1210315,3,Computer Science,Male,86,2,1,Research Scientist,4,Single,2389,1,No,Yes,13,3,3,40,4,3,2,4,3,0,1
52,No,Health and Technology,2,3,FT1010316,3,Life Sciences,Female,89,2,1,Laboratory Technician,4,Single,3212,7,No,No,15,3,2,40,6,3,2,2,2,2,2
42,No,Health and Technology,4,2,FT1410319,3,Technical Degree,Male,58,3,5,Manager,4,Married,19232,1,No,No,11,3,4,40,22,3,3,22,17,11,15
59,No,Human Resource,6,2,FT1010321,2,Computer Science,Male,52,3,1,Human Resources,3,Married,2267,8,No,No,17,3,4,40,7,2,2,2,2,2,2
50,No,Marketing,1,4,FT1210323,4,Computer Science,Female,68,3,5,Manager,4,Divorced,19517,3,No,No,11,3,3,40,32,3,2,7,0,0,6
33,Yes,Health and Technology,14,3,FT1210325,3,Computer Science,Male,58,3,1,Laboratory Technician,4,Married,2436,5,No,Yes,13,3,3,40,8,2,1,5,4,0,4
43,No,Marketing,16,3,FT1310327,4,Marketing,Female,80,3,4,Manager,4,Married,16064,5,No,Yes,22,4,3,40,22,3,3,17,13,1,9
33,Yes,Health and Technology,2,2,FT1110328,1,Life Sciences,Female,39,3,1,Laboratory Technician,1,Married,2707,7,No,No,20,4,1,40,13,3,4,9,7,1,7
52,No,Marketing,2,4,FT1110329,1,Life Sciences,Male,79,2,5,Manager,3,Single,19068,1,No,Yes,18,3,4,40,33,2,4,33,7,15,12
32,No,Marketing,4,2,FT1110330,3,Life Sciences,Female,56,3,1,Sales Representative,2,Married,3931,2,No,No,11,3,1,40,6,5,3,4,3,1,2
32,Yes,Health and Technology,1,3,FT1010331,4,Life Sciences,Male,62,2,1,Laboratory Technician,3,Single,3730,0,No,Yes,14,3,4,40,4,2,1,3,2,1,2
39,No,Health and Technology,1,4,FT1310332,3,Computer Science,Female,96,3,1,Laboratory Technician,3,Divorced,2232,7,No,No,14,3,3,40,7,1,3,3,2,1,2
32,No,Marketing,26,4,FT1010333,3,Marketing,Male,100,3,2,Sales Executive,4,Married,4465,0,No,No,18,3,1,40,4,2,3,3,2,2,2
41,No,Health and Technology,19,2,FT1310334,3,Life Sciences,Male,36,3,2,Research Scientist,1,Divorced,3072,2,No,No,16,3,1,40,17,2,2,1,0,0,0
40,No,Health and Technology,24,2,FT1210335,1,Technical Degree,Male,62,3,2,Research Scientist,4,Divorced,3319,1,No,No,17,3,1,40,9,3,3,9,8,4,7
45,No,Health and Technology,1,3,FT1010336,3,Other,Male,70,4,5,Manager,4,Married,19202,0,No,No,11,3,3,40,25,2,3,24,0,1,7
31,No,Health and Technology,3,4,FT1210337,2,Computer Science,Male,73,3,3,Research Director,3,Divorced,13675,9,No,No,12,3,1,40,9,3,3,2,2,2,2
33,No,Health and Technology,5,4,FT1210338,3,Life Sciences,Female,63,2,1,Research Scientist,4,Married,2911,1,No,No,13,3,3,40,2,2,2,2,2,0,2
34,No,Health and Technology,2,4,FT1010339,4,Life Sciences,Male,84,2,2,Manufacturing Director,1,Married,5957,6,No,No,13,3,2,40,13,3,3,11,9,5,9
37,No,Health and Technology,1,2,FT1110340,3,Computer Science,Female,83,2,1,Research Scientist,1,Married,3920,2,No,No,14,3,1,40,17,2,2,3,1,0,2
45,No,Health and Technology,7,4,FT1110341,1,Life Sciences,Male,77,4,2,Manufacturing Director,3,Married,6434,4,No,No,17,3,4,40,9,1,3,3,2,0,2
37,Yes,Health and Technology,10,3,FT1010342,1,Computer Science,Male,61,3,3,Manufacturing Director,3,Divorced,10048,6,No,No,11,3,2,40,17,5,3,1,0,0,0
39,No,Health and Technology,2,4,FT1110343,3,Technical Degree,Female,64,3,3,Healthcare Representative,3,Single,10938,0,No,No,25,4,4,40,20,1,3,19,6,11,8
29,No,Health and Technology,15,3,FT1010346,3,Life Sciences,Male,60,3,1,Research Scientist,4,Single,2340,1,No,No,19,3,1,40,6,1,3,6,5,1,5
42,No,Health and Technology,17,2,FT1310347,4,Life Sciences,Female,82,4,2,Research Scientist,1,Single,6545,3,No,Yes,13,3,3,40,10,1,3,3,2,0,2
29,No,Marketing,20,2,FT1110349,4,Marketing,Male,45,3,2,Sales Executive,4,Divorced,6931,2,No,No,14,3,4,40,10,2,3,3,2,0,2
25,No,Health and Technology,1,3,FT1010350,1,Life Sciences,Female,62,3,2,Manufacturing Director,3,Married,4898,0,No,No,12,3,4,40,5,3,3,4,2,1,2
42,No,Health and Technology,2,3,FT1110351,4,Computer Science,Female,56,2,1,Laboratory Technician,1,Divorced,2593,0,No,Yes,11,3,3,40,10,4,3,9,6,7,8
40,No,Health and Technology,2,2,FT1010352,1,Computer Science,Male,49,3,5,Research Director,3,Divorced,19436,0,No,No,19,3,4,40,22,5,3,21,7,3,9
51,No,Health and Technology,1,3,FT1410353,3,Life Sciences,Male,96,3,1,Research Scientist,4,Married,2723,1,No,No,11,3,2,40,1,0,2,1,0,0,0
31,Yes,Health and Technology,29,2,FT1010355,3,Computer Science,Male,71,2,1,Laboratory Technician,2,Single,3479,0,No,No,11,3,2,40,6,2,4,5,4,1,4
32,No,Health and Technology,7,3,FT1210359,2,Life Sciences,Male,100,4,1,Laboratory Technician,2,Married,2794,1,No,No,20,4,3,40,5,3,1,5,1,0,3
38,No,Marketing,2,2,FT1110361,4,Life Sciences,Male,39,2,2,Sales Executive,4,Married,5249,3,No,No,18,3,4,40,13,0,3,8,7,7,5
32,No,Health and Technology,2,1,FT1210362,4,Technical Degree,Male,84,2,2,Laboratory Technician,1,Single,2176,4,No,No,13,3,4,40,9,5,3,6,2,0,4
46,No,Marketing,2,3,FT1410363,3,Technical Degree,Female,75,1,4,Manager,2,Married,16872,3,No,Yes,12,3,2,40,28,2,2,7,7,7,7
28,Yes,Health and Technology,2,4,FT1210364,1,Life Sciences,Male,79,3,1,Laboratory Technician,3,Single,3485,2,No,No,11,3,3,40,5,5,1,0,0,0,0
29,No,Marketing,2,3,FT1210366,1,Computer Science,Male,78,2,2,Sales Executive,2,Married,6644,2,No,No,19,3,2,40,10,2,3,0,0,0,0
31,No,Health and Technology,23,3,FT1010367,2,Computer Science,Male,64,2,2,Healthcare Representative,4,Married,5582,0,No,No,21,4,2,40,10,2,3,9,0,7,8
25,No,Health and Technology,5,2,FT1210369,2,Life Sciences,Male,85,4,2,Healthcare Representative,1,Divorced,4000,1,No,No,12,3,4,40,6,2,3,6,3,1,5
45,No,Health and Technology,20,2,FT1410372,3,Computer Science,Male,79,3,4,Healthcare Representative,4,Married,13496,0,No,Yes,14,3,2,40,21,2,3,20,7,4,10
36,No,Health and Technology,6,3,FT1210373,4,Life Sciences,Male,47,3,1,Laboratory Technician,4,Married,3210,0,No,No,11,3,3,40,16,4,3,15,13,10,11
55,No,Health and Technology,1,3,FT1210374,4,Computer Science,Male,81,3,5,Manager,1,Single,19045,0,No,Yes,14,3,3,40,37,2,3,36,10,4,13
47,Yes,Health and Technology,29,4,FT1310376,1,Life Sciences,Male,88,3,3,Manager,2,Married,11849,1,No,Yes,12,3,4,40,10,2,2,10,7,9,9
28,No,Health and Technology,9,3,FT1010377,4,Computer Science,Male,94,3,1,Research Scientist,4,Married,2070,1,No,No,23,4,4,40,5,3,2,5,2,0,4
37,No,Marketing,6,4,FT1010378,3,Computer Science,Male,98,3,2,Sales Executive,4,Married,6502,4,No,No,14,3,2,40,7,5,4,5,4,0,1
21,No,Health and Technology,3,2,FT1110379,4,Computer Science,Male,100,2,1,Research Scientist,3,Single,3230,1,No,No,17,3,1,40,3,4,4,3,2,1,0
37,No,Health and Technology,1,4,FT1310380,1,Computer Science,Female,80,3,3,Research Director,4,Divorced,13603,2,No,Yes,18,3,1,40,15,2,3,5,2,0,2
35,No,Health and Technology,22,3,FT1210381,2,Life Sciences,Female,71,4,3,Manager,2,Divorced,11996,7,No,No,18,3,2,40,10,6,2,7,7,6,2
38,No,Marketing,7,2,FT1310382,1,Computer Science,Female,44,4,2,Sales Executive,1,Divorced,5605,1,No,Yes,24,4,3,40,8,3,3,8,0,7,7
26,No,Health and Technology,1,3,FT1210384,3,Life Sciences,Female,84,3,2,Manufacturing Director,2,Divorced,6397,1,No,No,20,4,1,40,6,6,1,6,5,1,4
50,No,Health and Technology,4,1,FT1310385,1,Life Sciences,Male,96,3,5,Research Director,2,Divorced,19144,3,No,No,14,3,1,40,28,4,2,10,4,1,6
53,No,Health and Technology,3,4,FT1210386,3,Computer Science,Male,45,3,4,Research Director,3,Married,17584,3,No,Yes,16,3,4,40,21,5,2,5,3,1,3
42,No,Marketing,1,1,FT1110387,2,Life Sciences,Male,99,3,2,Sales Executive,3,Married,4907,1,No,No,25,4,3,40,20,3,3,20,16,11,6
29,No,Marketing,2,2,FT1010388,2,Life Sciences,Male,44,3,2,Sales Executive,4,Single,4554,1,No,No,18,3,1,40,10,3,2,10,7,0,9
55,No,Health and Technology,20,2,FT1010389,2,Technical Degree,Male,37,3,2,Laboratory Technician,4,Married,5415,3,No,Yes,19,3,4,40,12,4,3,10,7,0,8
26,No,Health and Technology,11,2,FT1110390,1,Computer Science,Male,60,3,2,Healthcare Representative,1,Married,4741,1,No,Yes,13,3,3,40,5,3,3,5,3,3,3
37,No,Health and Technology,1,3,FT1210391,4,Life Sciences,Female,42,3,1,Research Scientist,4,Single,2115,1,No,No,12,3,2,40,17,3,3,17,12,5,7
44,Yes,Health and Technology,24,3,FT1310392,4,Life Sciences,Male,43,3,1,Laboratory Technician,3,Divorced,3161,3,No,Yes,22,4,4,40,19,0,1,1,0,0,0
38,No,Health and Technology,23,4,FT1210393,4,Life Sciences,Male,82,3,2,Healthcare Representative,4,Divorced,5745,9,No,No,14,3,2,40,10,2,3,2,2,1,2
26,Yes,Health and Technology,16,4,FT1110394,1,Computer Science,Male,45,3,1,Laboratory Technician,2,Divorced,2373,2,No,Yes,13,3,4,40,5,2,3,3,2,0,2
28,No,Health and Technology,8,2,FT1010395,4,Life Sciences,Female,66,3,1,Research Scientist,4,Single,3310,1,No,No,21,4,4,40,5,3,3,5,3,0,2
49,No,Health and Technology,10,4,FT1110396,3,Life Sciences,Female,35,3,5,Research Director,1,Single,18665,9,No,Yes,11,3,4,40,22,4,3,3,2,1,2
36,No,Health and Technology,3,3,FT1010397,3,Technical Degree,Male,30,3,2,Research Scientist,2,Single,4485,4,No,No,12,3,4,40,10,2,3,8,0,7,7
31,No,Marketing,5,3,FT1010399,4,Marketing,Female,84,3,1,Sales Representative,2,Divorced,2789,1,No,No,11,3,3,40,2,5,2,2,2,2,2
26,Yes,Marketing,4,4,FT1010401,4,Marketing,Male,48,2,2,Sales Executive,4,Single,5828,1,No,Yes,12,3,2,40,8,0,3,8,7,7,4
37,No,Health and Technology,9,3,FT1110403,2,Computer Science,Male,53,3,1,Research Scientist,4,Married,2326,1,No,Yes,12,3,3,40,4,3,2,4,2,1,2
42,No,Marketing,26,3,FT1110404,3,Marketing,Female,77,3,4,Sales Executive,2,Married,13525,5,No,No,14,3,4,40,23,2,4,20,4,4,8
18,Yes,Health and Technology,3,3,FT1010405,3,Life Sciences,Male,54,3,1,Laboratory Technician,3,Single,1420,1,No,No,13,3,3,40,0,2,3,0,0,0,0
35,No,Marketing,16,3,FT1110406,3,Marketing,Male,96,3,3,Sales Executive,2,Married,8020,0,No,No,15,3,3,40,12,3,2,11,9,6,9
36,No,Health and Technology,18,4,FT1310407,3,Life Sciences,Male,81,4,1,Laboratory Technician,4,Married,3688,4,No,No,18,3,4,40,4,2,3,1,0,0,0
51,No,Health and Technology,2,3,FT1410408,4,Computer Science,Male,84,1,2,Manufacturing Director,2,Divorced,5482,5,No,No,18,3,4,40,13,3,3,4,1,1,2
41,No,Marketing,2,4,FT1310410,4,Life Sciences,Male,88,3,4,Manager,2,Single,16015,1,No,No,19,3,2,40,22,2,3,22,10,0,4
18,No,Marketing,10,3,FT1010411,4,Computer Science,Female,69,2,1,Sales Representative,3,Single,1200,1,No,No,12,3,1,40,0,2,3,0,0,0,0
28,No,Health and Technology,16,2,FT1010412,2,Computer Science,Male,68,4,2,Healthcare Representative,1,Single,5661,0,No,No,19,3,3,40,9,2,3,8,3,0,7
31,No,Marketing,7,3,FT1210416,2,Technical Degree,Male,100,4,2,Sales Executive,4,Married,6929,4,No,No,11,3,2,40,10,3,2,8,7,7,7
39,No,Health and Technology,1,3,FT1010417,3,Computer Science,Male,48,4,3,Healthcare Representative,4,Divorced,9613,0,No,No,17,3,1,40,19,5,2,18,10,3,7
36,No,Health and Technology,24,4,FT1110419,2,Life Sciences,Female,47,3,2,Laboratory Technician,2,Married,5674,7,No,No,15,3,3,40,11,3,3,9,8,0,8
32,No,Marketing,7,3,FT1110420,4,Life Sciences,Male,91,2,2,Sales Executive,3,Married,5484,1,No,No,14,3,3,40,13,3,2,13,8,4,8
38,No,Health and Technology,25,2,FT1110421,1,Life Sciences,Female,81,2,3,Research Director,2,Married,12061,3,No,No,17,3,3,40,19,2,3,10,8,0,1
58,No,Health and Technology,1,4,FT1410422,4,Life Sciences,Male,32,1,2,Healthcare Representative,3,Divorced,5660,2,No,Yes,13,3,4,40,12,2,3,5,3,1,2
31,No,Health and Technology,5,4,FT1210423,3,Technical Degree,Male,86,3,1,Research Scientist,4,Married,4821,0,No,Yes,12,3,3,40,6,4,3,5,2,0,3
31,No,Human Resource,2,3,FT1010424,1,Human Resources,Male,62,2,2,Human Resources,1,Married,6410,3,No,No,12,3,4,40,9,1,3,2,2,1,0
45,No,Health and Technology,7,3,FT1210425,1,Life Sciences,Male,97,3,3,Laboratory Technician,1,Divorced,5210,1,No,No,18,3,1,40,24,2,3,24,9,9,11
31,No,Health and Technology,2,4,FT1010426,3,Life Sciences,Male,32,3,1,Research Scientist,4,Divorced,2695,0,No,Yes,18,3,2,40,3,2,1,2,2,2,2
33,No,Health and Technology,5,4,FT1010428,4,Life Sciences,Female,74,3,3,Manager,2,Married,11878,6,No,No,11,3,2,40,12,2,3,10,6,8,8
39,No,Health and Technology,10,1,FT1010429,3,Computer Science,Male,99,3,4,Manager,1,Married,17068,1,No,Yes,14,3,4,40,21,3,3,21,9,11,10
43,No,Health and Technology,10,4,FT1010430,3,Life Sciences,Female,33,3,1,Laboratory Technician,4,Single,2455,0,No,No,19,3,1,40,9,5,3,8,7,1,7
49,No,Health and Technology,1,2,FT1010431,3,Technical Degree,Female,90,2,4,Healthcare Representative,3,Single,13964,7,No,Yes,12,3,4,40,25,2,3,7,1,0,7
52,Yes,Health and Technology,8,4,FT1410433,3,Computer Science,Male,85,2,2,Research Scientist,2,Married,4941,2,No,No,15,3,1,40,11,3,2,8,2,7,7
27,No,Health and Technology,5,3,FT1210434,3,Life Sciences,Female,85,3,1,Research Scientist,2,Single,2478,1,No,Yes,12,3,2,40,4,2,2,4,3,1,2
32,No,Marketing,8,2,FT1010436,3,Technical Degree,Female,65,2,2,Sales Executive,2,Married,5228,1,No,Yes,11,3,4,40,13,2,3,13,12,11,9
27,No,Marketing,2,3,FT1010437,4,Life Sciences,Male,74,3,2,Sales Executive,3,Single,4478,1,No,Yes,11,3,1,40,5,3,3,5,4,0,4
31,No,Marketing,7,3,FT1010438,4,Marketing,Male,73,3,2,Sales Executive,4,Divorced,7547,4,No,No,12,3,4,40,13,3,3,7,7,1,7
32,No,Health and Technology,2,4,FT1110439,1,Computer Science,Female,74,4,2,Research Scientist,4,Single,5055,7,No,No,16,3,3,40,10,0,2,7,7,0,7
28,Yes,Health and Technology,2,4,FT1010440,1,Computer Science,Male,84,1,1,Research Scientist,4,Married,3464,5,No,Yes,13,3,4,40,5,4,2,3,2,2,2
30,No,Health and Technology,28,2,FT1110441,4,Computer Science,Female,64,3,2,Research Scientist,4,Married,5775,1,No,No,13,3,4,40,11,2,3,10,8,1,9
31,No,Health and Technology,7,2,FT1110442,3,Life Sciences,Female,48,2,3,Manufacturing Director,3,Married,8943,1,No,No,24,4,1,40,10,2,3,10,9,8,9
39,No,Health and Technology,7,2,FT1210444,3,Computer Science,Male,54,2,5,Manager,4,Married,19272,1,No,No,15,3,1,40,21,2,3,21,9,13,3
39,Yes,Marketing,3,2,FT1010445,4,Computer Science,Female,41,3,2,Sales Executive,3,Married,5238,4,No,Yes,18,3,1,40,12,3,2,1,0,0,0
